62	Bacte	Proteobacte	Gammaproteobacte	Xanthomonada	Rhodanobacterac	Rhodanobac	thiooxyd
62	Bacte	Bacteroid	Bacteroi	Chitinophaga	Chitinophagac	Edaphobacu	Unclassified
62	Bacte	Actinobacteri	Actinobacte	Propionibacteria	Nocardioidac	Kribbe	Unclassified
60	Bacte	Planctomycet	Planctomyce	Isosphaera	Isosphaerac	Singulispha	Unclassified
60	Bacte	Armatimonad	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified
59	Bacte	Verrucomicrobi	Verrucomicrob	Pedosphaera	Pedosphaerac	DEV	Unclassified
59	Bacte	Planctomycet	Planctomyce	Planctomyceta	Rubinisphaerac	SH-P	Unclassified
59	Bacte	Actinobacteri	Thermoleophi	Solirubrobactera	67	Unclassified	Unclassified
58	Bacte	Planctomycet	Planctomyce	Pirellula	Pirellulac	Pirell	Unclassified
58	Bacte	Planctomycet	Planctomyce	Planctomyceta	Schlesneriac	Schlesne	Unclassified
58	Bacte	Armatimonad	Armatimona	Armatimonada	Unclassified	Unclassified	Unclassified
57	Bacte	Verrucomicrobi	Verrucomicrob	Opituta	Opitutac	Opitu	Unclassified
56	Bacte	Verrucomicrobi	Verrucomicrob	Opituta	Opitutac	Opitu	Unclassified
56	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Rhizobiac	Shine	fu
56	Bacte	Proteobacte	Alphaproteobacte	Parvibacula	Parvibaculac	Parvibacu	Unclassified
56	Bacte	Proteobacte	Alphaproteobacte	Micropepsa	Micropepsac	Unclassified	Unclassified
55	Bacte	Verrucomicrobi	Verrucomicrob	Pedosphaera	Pedosphaerac	Unclassified	Unclassified
55	Bacte	Proteobacte	Alphaproteobacte	Caulobactera	Caulobacterac	Caulobac	Unclassified
55	Bacte	Bdellovibrion	Oligofle	0319-6	Unclassified	Unclassified	Unclassified
55	Bacte	Proteobacte	Alphaproteobacte	Sphingomonada	Sphingomonadac	Novosphingob	Unclassified
55	Bacte	Actinobacteri	Actinobacte	Micrococca	Microbacteriac	Gryllotalpic	Unclassified
55	Bacte	Actinobacteri	Actinobacte	Micrococca	Microbacteriac	Gryllotalpic	Unclassified
54	Bacte	Verrucomicrobi	Verrucomicrob	Pedosphaera	Pedosphaerac	Unclassified	Unclassified
54	Bacte	Proteobacte	Alphaproteobacte	Micropepsa	Micropepsac	Unclassified	Unclassified
54	Bacte	Bacteroid	Bacteroi	Chitinophaga	Chitinophagac	Unclassified	Unclassified
53	Bacte	Proteobacte	Alphaproteobacte	Rhizobia	Labrac	Lab	Unclassified
53	Bacte	Proteobacte	Gammaproteobacte	Xanthomonada	Rhodanobacterac	Rhodanobac	Unclassified
53	Bacte	Bacteroid	Bacteroi	Sphingobacteria	Sphingobacteriac	Mucilaginibac	frigoritoler
53	Bacte	Proteobacte	Gammaproteobacte	Burkholderia	Alcaligenac	Unclassified	Unclassified
53	Bacte	Actinobacteri	Actinobacte	Micrococca	Microbacteriac	Humibac	Unclassified
52	Bacte	Proteobacte	Alphaproteobacte	Caulobactera	Caulobacterac	Unclassified	Unclassified
52	Bacte	Bacteroid	Bacteroi	Cytophaga	Cytophagac	Sporocytoph	Unclassified
